Hotel_ID,Hotel_Name,Location,Brand,Rating,Number_of_Rooms,Amenities,Price_Per_Night,Customer_Satisfaction_Score,Year_Built,Last_Renovated,Distance_to_Airport,Pet_Friendly,Business_Center_Available,WiFi_Included,Restaurant_Available
633,Hotel 633,San Francisco,Marriott Vacation Club,3.0,61,"Spa, Free Breakfast",218.6,7,2000,2013,7.56,False,False,False,False
634,Hotel 634,Kansas City,Boutique,3.1,190,"Gym, Free Parking",467.28,8,2007,1995,47.71,False,False,False,True
635,Hotel 635,San Diego,Design Hotels,1.4,74,"Spa, Free Breakfast",144.3,7,2014,2019,4.56,True,True,True,True
636,Hotel 636,Charlotte,Moxy Hotels,2.8,94,"Business Center, Free WiFi",403.83,3,2001,1997,10.76,True,False,True,False
637,Hotel 637,San Antonio,Design Hotels,3.1,292,"Business Center, Free WiFi",495.23,2,2019,2013,18.04,False,False,False,False
638,Hotel 638,San Diego,JW Marriott,2.0,171,"Business Center, Free WiFi",460.52,7,2002,2004,31.39,True,False,False,True
639,Hotel 639,Philadelphia,AC Hotels,2.1,196,"Spa, Free Breakfast",360.67,3,1982,1985,27.7,True,True,True,True
640,Hotel 640,Los Angeles,The Luxury Collection,2.5,104,"Gym, Free Parking",225.62,3,2019,2000,7.16,True,True,False,True
641,Hotel 641,Boston,Fairfield by Marriott,1.1,287,"Business Center, Free WiFi",201.73,2,1989,1985,15.2,True,True,True,False
642,Hotel 642,Seattle,W Hotels,2.3,149,"Business Center, Free WiFi",427.7,4,2004,2011,12.7,True,False,False,True
643,Hotel 643,Virginia Beach,Fairfield by Marriott,1.8,222,"Restaurant, Pool",451.93,8,1987,2020,11.46,True,False,False,True
644,Hotel 644,El Paso,Longer Stays,2.3,185,"Restaurant, Pool",310.17,1,1990,2022,21.15,True,True,False,False
645,Hotel 645,New York,AC Hotels,1.5,270,"Business Center, Free WiFi",197.74,1,1984,2018,35.5,False,True,False,False
646,Hotel 646,Portland,Fairfield by Marriott,4.6,168,"Spa, Free Breakfast",145.18,5,2016,2010,11.66,True,True,False,False
647,Hotel 647,Seattle,Sheraton,3.4,102,"Business Center, Free WiFi",134.87,5,2017,2021,18.97,False,False,True,True
648,Hotel 648,Atlanta,Moxy Hotels,3.7,232,"Restaurant, Pool",387.63,1,2008,1989,20.15,False,True,True,True
649,Hotel 649,Fresno,Autograph Collection Hotels,4.2,81,"Spa, Free Breakfast",268.05,6,1984,2009,48.85,False,False,False,False
650,Hotel 650,Columbus,Westin,3.0,100,"Pool, Gym, Free WiFi",462.14,1,1988,1997,47.78,False,False,False,True
651,Hotel 651,Virginia Beach,Select,1.3,93,"Restaurant, Pool",395.87,5,1981,2003,40.21,True,False,False,True
652,Hotel 652,Philadelphia,Tribute Portfolio,3.1,131,"Spa, Free Breakfast",176.5,9,1980,1988,12.84,False,True,True,True
653,Hotel 653,Washington D.C.,Residence Inn,3.3,247,"Gym, Free Parking",345.51,5,2019,2010,4.33,False,False,True,False
654,Hotel 654,Oklahoma City,Longer Stays,4.0,195,"Gym, Free Parking",274.2,6,2009,1994,16.53,False,True,True,False
655,Hotel 655,Fort Worth,Boutique,2.7,260,"Restaurant, Pool",330.9,8,1990,1983,14.07,False,True,True,True
656,Hotel 656,Kansas City,TownePlace Suites,1.5,199,"Restaurant, Pool",395.23,1,2007,2019,25.79,False,True,True,True
657,Hotel 657,Atlanta,W Hotels,2.1,86,"Restaurant, Pool",422.48,2,1991,1988,39.11,True,True,True,True
658,Hotel 658,Portland,Delta Hotels,2.5,145,"Pool, Gym, Free WiFi",437.49,9,2018,1988,43.06,True,False,True,True
659,Hotel 659,Houston,Courtyard by Marriott,3.6,105,"Pool, Gym, Free WiFi",201.59,3,2005,2005,42.4,False,False,True,False
660,Hotel 660,New York,W Hotels,3.3,154,"Restaurant, Pool",112.45,6,1992,1983,18.62,True,False,False,False
661,Hotel 661,Jacksonville,Marriott Executive Apartments,2.4,108,"Business Center, Free WiFi",395.72,5,1987,1996,34.67,True,False,True,True
662,Hotel 662,Charlotte,Longer Stays,4.9,180,"Gym, Free Parking",142.54,2,2007,1995,16.33,False,True,True,True
663,Hotel 663,Detroit,Marriott Hotels,3.4,205,"Business Center, Free WiFi",225.97,7,2009,1994,3.98,False,True,True,False
664,Hotel 664,Washington D.C.,Delta Hotels,1.9,251,"Restaurant, Pool",101.53,4,1988,2014,35.38,False,True,True,True
665,Hotel 665,Oklahoma City,AC Hotels,1.4,292,"Gym, Free Parking",372.67,1,2018,1984,1.48,True,True,False,False
666,Hotel 666,Phoenix,Design Hotels,1.6,84,"Spa, Free Breakfast",166.85,4,2010,1984,21.05,False,False,True,True
667,Hotel 667,Boston,Autograph Collection Hotels,2.0,238,"Pool, Gym, Free WiFi",362.11,6,2000,1999,17.14,True,True,False,False
668,Hotel 668,Austin,Element by Westin,1.6,142,"Pool, Gym, Free WiFi",496.7,7,2013,1994,34.98,True,False,False,True
669,Hotel 669,El Paso,Premium,1.7,231,"Restaurant, Pool",129.07,7,2010,1997,38.55,True,True,False,True
670,Hotel 670,Boston,SpringHill Suites,2.1,240,"Restaurant, Pool",130.83,7,2004,1981,15.9,False,True,True,False
671,Hotel 671,Austin,Luxury,1.7,256,"Business Center, Free WiFi",236.15,3,1991,2008,40.77,True,True,True,False
672,Hotel 672,San Francisco,The Ritz-Carlton,4.6,146,"Pool, Gym, Free WiFi",446.55,6,1980,1992,15.4,False,True,True,True
673,Hotel 673,Long Beach,Select,1.3,184,"Pool, Gym, Free WiFi",186.21,8,2001,1983,22.87,False,False,False,True
674,Hotel 674,Atlanta,Marriott Executive Apartments,3.1,125,"Spa, Free Breakfast",244.15,4,2019,2021,36.62,False,False,False,False
675,Hotel 675,Las Vegas,St. Regis,2.6,98,"Gym, Free Parking",127.4,8,2016,1989,34.95,False,False,False,False
676,Hotel 676,Philadelphia,Courtyard by Marriott,4.9,143,"Business Center, Free WiFi",405.26,2,1980,2010,49.38,False,False,False,True
677,Hotel 677,Austin,Sheraton,1.4,262,"Business Center, Free WiFi",263.32,10,1980,2020,12.03,True,True,True,True
678,Hotel 678,Virginia Beach,Luxury,2.6,208,"Business Center, Free WiFi",403.7,9,2021,1987,33.45,True,True,True,False
679,Hotel 679,Philadelphia,Delta Hotels,4.9,235,"Pool, Gym, Free WiFi",461.44,9,2021,1982,30.87,True,False,True,False
680,Hotel 680,Seattle,Westin,4.5,238,"Business Center, Free WiFi",193.11,8,2000,1988,45.84,True,False,False,False
681,Hotel 681,Chicago,W Hotels,4.3,73,"Business Center, Free WiFi",422.96,10,1994,2009,8.66,True,True,False,False
682,Hotel 682,Dallas,Fairfield by Marriott,2.0,197,"Restaurant, Pool",123.64,10,1996,1990,37.84,False,True,True,False
683,Hotel 683,Chicago,Residence Inn,1.7,86,"Business Center, Free WiFi",459.54,1,2001,2014,28.85,False,False,True,True
684,Hotel 684,Memphis,Design Hotels,3.7,53,"Gym, Free Parking",360.31,2,2017,2016,14.46,True,False,False,True
685,Hotel 685,New York,Moxy Hotels,4.7,269,"Spa, Free Breakfast",449.69,6,2014,2021,24.25,True,False,True,False
686,Hotel 686,Albuquerque,Marriott Hotels,3.2,157,"Pool, Gym, Free WiFi",100.08,10,1995,1992,17.36,True,True,True,True
687,Hotel 687,Chicago,Autograph Collection Hotels,3.3,175,"Restaurant, Pool",167.63,5,1987,2015,29.39,False,False,False,True
688,Hotel 688,Jacksonville,W Hotels,2.1,69,"Spa, Free Breakfast",255.9,9,1996,1992,44.56,False,False,False,False
689,Hotel 689,Tucson,Design Hotels,4.1,237,"Gym, Free Parking",251.8,5,1996,1991,28.9,False,False,False,True
690,Hotel 690,Albuquerque,Delta Hotels,1.7,201,"Gym, Free Parking",190.69,2,2005,2016,31.95,True,False,True,True
691,Hotel 691,Philadelphia,Premium,2.3,99,"Pool, Gym, Free WiFi",252.64,10,1992,1989,26.42,True,False,False,True
692,Hotel 692,Baltimore,Marriott Hotels,2.7,226,"Gym, Free Parking",151.54,4,1996,1988,3.51,True,True,True,False
693,Hotel 693,Houston,Courtyard by Marriott,3.0,228,"Pool, Gym, Free WiFi",265.1,9,2017,1986,12.41,True,False,True,False
694,Hotel 694,Washington D.C.,Sheraton,2.0,145,"Gym, Free Parking",420.94,1,1996,1981,25.11,False,True,False,True
695,Hotel 695,San Antonio,Moxy Hotels,1.5,154,"Spa, Free Breakfast",291.63,1,1993,2002,16.2,True,False,True,True
696,Hotel 696,Los Angeles,The Luxury Collection,3.4,213,"Business Center, Free WiFi",107.2,7,1985,2018,9.91,True,False,False,True
697,Hotel 697,Sacramento,Marriott Vacation Club,2.2,299,"Spa, Free Breakfast",268.58,3,2014,2019,25.7,True,False,False,True
698,Hotel 698,Long Beach,Moxy Hotels,3.3,166,"Restaurant, Pool",110.87,10,1993,2018,16.82,False,True,True,True
699,Hotel 699,Austin,Element by Westin,1.6,147,"Spa, Free Breakfast",486.5,2,1987,2000,13.65,False,True,True,True
700,Hotel 700,Long Beach,Sheraton,2.9,277,"Spa, Free Breakfast",150.98,9,1994,2002,23.74,True,True,False,False
701,Hotel 701,Detroit,Marriott Hotels,3.1,115,"Pool, Gym, Free WiFi",383.08,3,2006,2008,7.53,False,False,False,True
702,Hotel 702,San Antonio,Fairfield by Marriott,1.2,128,"Business Center, Free WiFi",489.11,2,1992,1993,46.46,False,False,False,True
703,Hotel 703,San Jose,Fairfield by Marriott,2.3,211,"Gym, Free Parking",430.42,8,2010,2005,43.52,False,True,False,False
704,Hotel 704,Virginia Beach,Boutique,1.5,213,"Restaurant, Pool",379.73,10,2014,1984,35.67,False,True,False,True
705,Hotel 705,Jacksonville,TownePlace Suites,1.3,55,"Pool, Gym, Free WiFi",435.78,6,1985,2010,6.2,False,False,False,True
706,Hotel 706,Long Beach,Sheraton,5.0,88,"Gym, Free Parking",492.72,6,1984,2004,39.02,True,True,True,True
707,Hotel 707,San Antonio,Autograph Collection Hotels,2.3,219,"Pool, Gym, Free WiFi",348.54,10,2001,2010,40.59,True,False,True,True
708,Hotel 708,Fort Worth,Le Méridien,4.2,292,"Business Center, Free WiFi",323.67,7,2002,1999,38.62,True,True,True,False
709,Hotel 709,Fresno,Fairfield by Marriott,2.0,164,"Business Center, Free WiFi",351.3,7,2004,1996,6.58,False,True,True,True
710,Hotel 710,Seattle,Moxy Hotels,3.7,235,"Gym, Free Parking",313.07,6,2013,1981,32.55,False,True,False,False
711,Hotel 711,Jacksonville,W Hotels,4.0,295,"Pool, Gym, Free WiFi",354.04,4,2005,2004,41.88,False,False,True,True
712,Hotel 712,Fort Worth,Premium,3.4,174,"Gym, Free Parking",279.94,9,1984,1992,29.29,False,False,True,True
713,Hotel 713,Mesa,Autograph Collection Hotels,2.9,61,"Restaurant, Pool",187.38,6,2005,2018,32.67,True,True,False,False
714,Hotel 714,Indianapolis,AC Hotels,2.6,180,"Restaurant, Pool",148.1,4,1999,2007,23.46,True,False,True,True
715,Hotel 715,Las Vegas,Courtyard by Marriott,2.4,286,"Pool, Gym, Free WiFi",127.34,3,1985,2021,26.91,True,False,False,False
716,Hotel 716,Milwaukee,Select,4.7,67,"Business Center, Free WiFi",205.33,4,1985,1985,2.68,True,False,False,False
717,Hotel 717,San Antonio,Marriott Vacation Club,4.3,89,"Spa, Free Breakfast",118.45,3,1997,1982,32.31,True,False,False,False
718,Hotel 718,Las Vegas,W Hotels,4.9,70,"Gym, Free Parking",326.87,2,1983,2014,4.99,True,True,False,True
719,Hotel 719,Los Angeles,St. Regis,1.5,192,"Gym, Free Parking",213.53,5,1996,1997,22.32,False,False,False,True
720,Hotel 720,Columbus,TownePlace Suites,3.9,274,"Business Center, Free WiFi",429.81,2,1993,1990,15.34,False,False,True,True
721,Hotel 721,Austin,Courtyard by Marriott,4.8,148,"Spa, Free Breakfast",129.7,6,1993,1999,27.73,True,True,True,True
722,Hotel 722,Houston,JW Marriott,1.7,75,"Restaurant, Pool",190.54,3,1992,1984,7.54,False,False,True,False
723,Hotel 723,Jacksonville,The Luxury Collection,1.3,57,"Gym, Free Parking",392.1,6,1986,1998,34.89,True,False,False,True
724,Hotel 724,Baltimore,Longer Stays,4.0,149,"Business Center, Free WiFi",339.52,10,1994,2001,39.96,True,False,True,True
725,Hotel 725,Milwaukee,Westin,3.3,289,"Gym, Free Parking",125.8,9,1998,1998,9.0,False,True,True,False
726,Hotel 726,Kansas City,St. Regis,4.4,271,"Gym, Free Parking",450.9,1,2022,1995,6.11,True,True,True,False
727,Hotel 727,Phoenix,SpringHill Suites,1.6,136,"Gym, Free Parking",450.9,6,2014,2003,8.13,True,False,True,True
728,Hotel 728,Las Vegas,Premium,4.2,91,"Business Center, Free WiFi",232.16,9,1996,2020,43.98,True,False,False,False
729,Hotel 729,Nashville,Moxy Hotels,1.8,221,"Restaurant, Pool",236.16,4,2014,1983,26.88,False,True,True,False
730,Hotel 730,Portland,Residence Inn,1.7,63,"Business Center, Free WiFi",495.61,2,1998,1994,23.9,False,True,False,False
731,Hotel 731,Baltimore,Westin,1.7,127,"Restaurant, Pool",350.47,4,1999,2004,6.23,False,True,False,False
732,Hotel 732,Chicago,The Luxury Collection,4.3,51,"Restaurant, Pool",312.53,1,2015,2014,32.83,False,False,True,False
733,Hotel 733,El Paso,Marriott Vacation Club,3.7,168,"Spa, Free Breakfast",435.26,3,2014,1993,43.53,True,False,False,True
734,Hotel 734,Phoenix,Le Méridien,3.1,86,"Restaurant, Pool",214.12,10,2011,1998,41.58,False,True,False,True
735,Hotel 735,Detroit,Marriott Vacation Club,2.4,118,"Gym, Free Parking",271.67,9,2019,2017,31.68,False,False,False,True
736,Hotel 736,Dallas,Marriott Executive Apartments,4.5,215,"Business Center, Free WiFi",207.11,10,2003,2015,4.69,False,False,False,True
737,Hotel 737,Mesa,Marriott Executive Apartments,2.6,286,"Gym, Free Parking",415.66,5,1996,1986,6.51,True,False,False,True
738,Hotel 738,Atlanta,Tribute Portfolio,4.3,90,"Pool, Gym, Free WiFi",329.34,6,1986,2009,3.42,False,False,False,True
739,Hotel 739,Houston,Westin,2.8,111,"Restaurant, Pool",363.53,3,2022,1998,13.62,False,False,False,True
740,Hotel 740,Memphis,Autograph Collection Hotels,2.5,295,"Restaurant, Pool",200.92,5,1980,2004,7.65,True,False,True,False
741,Hotel 741,Albuquerque,SpringHill Suites,2.9,109,"Gym, Free Parking",188.09,8,2014,1995,13.74,True,False,True,True
742,Hotel 742,Boston,Autograph Collection Hotels,2.2,174,"Gym, Free Parking",295.35,6,2011,2019,19.87,True,True,False,True
743,Hotel 743,Milwaukee,Courtyard by Marriott,4.0,160,"Restaurant, Pool",395.03,4,2015,1987,47.21,True,True,False,True
744,Hotel 744,San Francisco,Longer Stays,3.0,63,"Gym, Free Parking",310.1,2,1992,1997,30.91,False,True,True,False
745,Hotel 745,Oklahoma City,Marriott Executive Apartments,1.9,297,"Restaurant, Pool",113.06,9,1985,2007,41.91,True,True,True,True
746,Hotel 746,San Jose,The Ritz-Carlton,4.6,280,"Business Center, Free WiFi",447.42,1,1993,1995,35.81,False,True,True,True
747,Hotel 747,Las Vegas,Fairfield by Marriott,2.5,266,"Restaurant, Pool",125.87,1,2016,1998,6.51,False,True,True,False
748,Hotel 748,Austin,Element by Westin,3.2,133,"Pool, Gym, Free WiFi",482.33,4,1994,2021,37.06,False,True,False,True
749,Hotel 749,Baltimore,Courtyard by Marriott,4.6,179,"Pool, Gym, Free WiFi",110.06,7,1983,1996,14.48,False,True,False,True
750,Hotel 750,Louisville,Select,3.5,280,"Gym, Free Parking",377.78,1,2019,1992,32.32,False,True,True,False
751,Hotel 751,Washington D.C.,Sheraton,1.5,119,"Gym, Free Parking",132.88,9,1995,1986,17.71,True,False,True,True
752,Hotel 752,Baltimore,Autograph Collection Hotels,4.8,194,"Gym, Free Parking",464.27,4,2007,2006,49.89,False,False,True,False
753,Hotel 753,Boston,Courtyard by Marriott,3.5,172,"Gym, Free Parking",285.77,3,1995,1989,13.91,False,True,True,True
754,Hotel 754,San Diego,Marriott Vacation Club,2.3,138,"Business Center, Free WiFi",155.01,1,1983,2013,14.68,False,False,False,True
755,Hotel 755,Milwaukee,W Hotels,1.6,298,"Gym, Free Parking",236.33,10,2005,2015,46.6,True,False,True,True
756,Hotel 756,Houston,Boutique,4.2,77,"Gym, Free Parking",165.93,4,2007,2004,2.21,False,True,True,False
757,Hotel 757,Milwaukee,Westin,3.5,115,"Business Center, Free WiFi",168.23,9,2011,1985,35.14,False,True,True,False
758,Hotel 758,Los Angeles,Design Hotels,3.1,212,"Restaurant, Pool",479.24,10,1981,2003,36.54,True,True,False,False
759,Hotel 759,Las Vegas,SpringHill Suites,4.6,278,"Gym, Free Parking",278.1,6,2010,1997,41.98,False,False,False,True
760,Hotel 760,Boston,Autograph Collection Hotels,4.2,54,"Restaurant, Pool",415.52,6,1982,2002,48.75,False,False,False,True
761,Hotel 761,Fort Worth,Longer Stays,1.6,242,"Pool, Gym, Free WiFi",355.84,1,1987,1985,48.8,True,True,True,False
762,Hotel 762,Jacksonville,JW Marriott,2.2,217,"Restaurant, Pool",370.57,10,2003,2008,4.2,False,False,True,False
763,Hotel 763,Columbus,Marriott Vacation Club,2.0,253,"Spa, Free Breakfast",152.68,2,1994,2004,41.27,False,False,True,True
764,Hotel 764,Los Angeles,Tribute Portfolio,4.0,233,"Spa, Free Breakfast",193.67,6,2022,1996,32.67,False,False,False,True
765,Hotel 765,Chicago,Moxy Hotels,1.1,213,"Restaurant, Pool",414.7,2,2010,2003,32.72,False,True,False,True
766,Hotel 766,Chicago,Tribute Portfolio,3.3,94,"Gym, Free Parking",488.31,3,1988,1990,7.29,False,False,True,True
767,Hotel 767,Dallas,Tribute Portfolio,4.0,200,"Pool, Gym, Free WiFi",205.07,4,2018,2005,32.86,True,False,True,False
768,Hotel 768,New York,SpringHill Suites,4.5,96,"Restaurant, Pool",208.63,5,1981,2013,49.14,True,False,False,True
769,Hotel 769,Fort Worth,Gaylord Hotels,2.4,80,"Business Center, Free WiFi",289.16,9,1987,2007,45.68,True,False,True,True
770,Hotel 770,Phoenix,Longer Stays,4.3,188,"Restaurant, Pool",493.54,4,1986,1982,22.52,False,False,True,True
771,Hotel 771,Memphis,Boutique,1.4,59,"Business Center, Free WiFi",207.58,9,2018,1990,2.96,False,False,True,True
772,Hotel 772,Kansas City,St. Regis,4.4,244,"Spa, Free Breakfast",262.79,10,2021,2017,18.75,False,False,False,True
773,Hotel 773,Los Angeles,Longer Stays,1.5,167,"Pool, Gym, Free WiFi",456.59,3,1995,1993,41.49,True,True,True,True
774,Hotel 774,Albuquerque,AC Hotels,2.6,63,"Business Center, Free WiFi",101.17,8,2014,2005,35.37,False,True,True,True
775,Hotel 775,El Paso,The Luxury Collection,4.2,129,"Gym, Free Parking",115.91,1,2009,2000,23.51,False,False,True,False
776,Hotel 776,El Paso,Select,1.6,251,"Business Center, Free WiFi",341.63,9,1989,2018,3.7,False,True,True,False
777,Hotel 777,Atlanta,Longer Stays,1.9,142,"Business Center, Free WiFi",462.95,9,2017,2009,21.92,True,False,False,False
778,Hotel 778,Louisville,TownePlace Suites,3.9,59,"Gym, Free Parking",195.54,10,1997,1987,23.98,True,False,False,True
779,Hotel 779,Portland,Design Hotels,3.9,125,"Restaurant, Pool",287.86,2,1984,1999,46.5,False,False,False,False
780,Hotel 780,Phoenix,Longer Stays,3.6,143,"Pool, Gym, Free WiFi",280.19,4,2008,2011,32.41,False,True,True,True
781,Hotel 781,Philadelphia,Autograph Collection Hotels,3.8,154,"Pool, Gym, Free WiFi",289.19,8,2018,2001,16.27,False,False,False,True
782,Hotel 782,Charlotte,SpringHill Suites,3.2,50,"Business Center, Free WiFi",349.01,7,2013,1986,26.74,True,False,True,True
783,Hotel 783,Phoenix,Courtyard by Marriott,2.0,182,"Pool, Gym, Free WiFi",287.9,1,2022,1988,4.24,True,True,False,True
784,Hotel 784,Louisville,Design Hotels,2.4,69,"Gym, Free Parking",278.99,5,2002,1980,48.66,True,True,True,False
785,Hotel 785,Long Beach,The Ritz-Carlton,1.7,57,"Business Center, Free WiFi",289.72,7,1984,2008,18.64,False,False,False,True
786,Hotel 786,Memphis,Fairfield by Marriott,4.6,220,"Business Center, Free WiFi",336.35,4,2009,1987,24.42,True,True,False,True
787,Hotel 787,Tucson,Marriott Vacation Club,3.3,253,"Gym, Free Parking",314.8,1,1985,1983,18.41,False,True,False,False
788,Hotel 788,New York,JW Marriott,2.6,50,"Restaurant, Pool",441.65,9,1983,2014,34.44,False,False,True,False
789,Hotel 789,Austin,Luxury,2.8,106,"Pool, Gym, Free WiFi",119.8,5,2008,1982,33.45,True,False,True,False
790,Hotel 790,Austin,Le Méridien,4.8,113,"Gym, Free Parking",433.33,2,2002,2019,36.05,False,False,True,True
791,Hotel 791,Sacramento,Autograph Collection Hotels,1.6,167,"Spa, Free Breakfast",437.57,8,1985,1986,14.14,True,True,False,False
792,Hotel 792,Virginia Beach,Fairfield by Marriott,3.3,261,"Gym, Free Parking",213.96,2,2011,2006,16.47,False,True,True,True
793,Hotel 793,Sacramento,Marriott Executive Apartments,3.0,77,"Gym, Free Parking",285.14,3,2021,1980,7.14,False,True,True,True
794,Hotel 794,Phoenix,Le Méridien,3.4,170,"Business Center, Free WiFi",275.42,10,1997,2006,33.12,True,False,True,False
795,Hotel 795,San Diego,Design Hotels,1.1,156,"Pool, Gym, Free WiFi",187.4,1,1994,1995,2.95,False,True,True,False
796,Hotel 796,Kansas City,Delta Hotels,4.5,214,"Gym, Free Parking",258.72,2,2019,2017,30.29,False,True,True,False
797,Hotel 797,Dallas,Fairfield by Marriott,4.7,224,"Spa, Free Breakfast",117.76,7,2011,1986,43.62,False,False,True,True
798,Hotel 798,Chicago,W Hotels,3.3,278,"Pool, Gym, Free WiFi",211.13,10,1988,2002,44.65,False,False,False,True
799,Hotel 799,San Antonio,Gaylord Hotels,3.8,253,"Restaurant, Pool",426.67,2,2016,2020,23.0,False,False,False,True
800,Hotel 800,Nashville,Marriott Vacation Club,4.7,214,"Gym, Free Parking",213.82,6,1989,1990,23.51,False,True,True,True
801,Hotel 801,Denver,Element by Westin,3.8,98,"Business Center, Free WiFi",427.28,3,1999,2021,4.77,False,False,False,True
802,Hotel 802,Austin,W Hotels,1.6,290,"Restaurant, Pool",312.64,4,1985,2012,33.87,False,True,False,True
803,Hotel 803,Chicago,Tribute Portfolio,3.3,169,"Restaurant, Pool",451.95,8,1982,2015,41.24,True,True,True,False
804,Hotel 804,Fresno,Marriott Vacation Club,3.4,93,"Pool, Gym, Free WiFi",329.91,3,2021,2016,12.99,True,False,True,True
805,Hotel 805,Milwaukee,Marriott Vacation Club,2.7,105,"Business Center, Free WiFi",111.87,10,1990,2020,21.64,False,False,False,False
806,Hotel 806,Denver,St. Regis,3.9,205,"Spa, Free Breakfast",370.17,6,2022,1996,42.1,False,False,True,False
807,Hotel 807,Atlanta,The Luxury Collection,4.7,160,"Spa, Free Breakfast",117.94,1,1996,2014,43.98,True,False,False,False
808,Hotel 808,San Antonio,Gaylord Hotels,4.7,256,"Pool, Gym, Free WiFi",280.24,7,2011,1984,12.92,False,False,False,False
809,Hotel 809,Houston,Select,2.8,183,"Pool, Gym, Free WiFi",471.77,8,1983,2011,27.98,True,True,False,False
810,Hotel 810,Fort Worth,Courtyard by Marriott,1.5,157,"Business Center, Free WiFi",166.08,8,1983,1982,10.43,True,True,True,True
811,Hotel 811,Indianapolis,Marriott Executive Apartments,4.9,238,"Restaurant, Pool",255.95,3,1996,2014,5.99,True,True,False,True
812,Hotel 812,San Francisco,Residence Inn,4.4,197,"Business Center, Free WiFi",391.94,10,2020,1993,45.64,False,False,True,True
813,Hotel 813,Baltimore,The Luxury Collection,1.5,163,"Spa, Free Breakfast",452.9,1,1998,2010,41.2,False,True,True,True
814,Hotel 814,Charlotte,TownePlace Suites,4.7,127,"Spa, Free Breakfast",368.38,9,1984,2010,38.24,False,False,True,False
815,Hotel 815,New York,Marriott Vacation Club,4.5,179,"Restaurant, Pool",203.27,6,2011,1996,3.39,True,False,True,False
816,Hotel 816,Jacksonville,Premium,3.1,250,"Restaurant, Pool",369.84,9,2001,2003,42.34,True,True,True,False
817,Hotel 817,Austin,Courtyard by Marriott,3.4,86,"Spa, Free Breakfast",218.69,7,1985,2002,22.46,True,True,False,True
818,Hotel 818,Albuquerque,W Hotels,2.6,69,"Pool, Gym, Free WiFi",387.37,1,2014,1997,17.78,False,False,True,True
819,Hotel 819,Mesa,Marriott Vacation Club,1.2,75,"Gym, Free Parking",481.61,1,2001,1993,27.78,True,True,True,True
820,Hotel 820,Sacramento,Element by Westin,2.3,78,"Business Center, Free WiFi",388.56,6,1980,1994,5.48,True,False,True,True
821,Hotel 821,Boston,Tribute Portfolio,4.2,50,"Spa, Free Breakfast",445.15,5,1999,1994,38.08,False,True,True,False
822,Hotel 822,Jacksonville,Design Hotels,1.0,168,"Restaurant, Pool",100.84,9,2001,1985,29.54,True,True,True,False
823,Hotel 823,Detroit,Luxury,2.3,84,"Gym, Free Parking",387.03,2,1990,2006,10.14,True,True,False,True
824,Hotel 824,San Diego,AC Hotels,2.6,247,"Spa, Free Breakfast",431.84,8,1992,1994,10.22,False,True,True,True
825,Hotel 825,Memphis,The Luxury Collection,3.1,278,"Gym, Free Parking",116.22,5,2021,2015,10.03,False,True,True,False
826,Hotel 826,Milwaukee,Marriott Vacation Club,4.7,294,"Restaurant, Pool",448.64,2,1982,1987,3.79,True,False,False,False
827,Hotel 827,Indianapolis,St. Regis,2.4,108,"Restaurant, Pool",202.68,10,1988,1994,29.8,False,True,True,False
828,Hotel 828,Dallas,The Ritz-Carlton,2.4,118,"Business Center, Free WiFi",366.12,6,1991,1982,42.18,True,True,False,False
829,Hotel 829,Denver,Premium,4.0,210,"Restaurant, Pool",420.14,10,2002,1992,1.86,False,True,False,True
830,Hotel 830,Albuquerque,Fairfield by Marriott,2.8,290,"Spa, Free Breakfast",365.07,8,1993,2020,3.4,True,False,False,False
831,Hotel 831,Baltimore,Fairfield by Marriott,1.9,228,"Gym, Free Parking",136.91,4,2012,2013,29.07,False,False,False,False
832,Hotel 832,Fort Worth,Marriott Vacation Club,2.8,255,"Restaurant, Pool",338.53,2,1997,2003,41.16,True,False,True,False
833,Hotel 833,Indianapolis,Westin,1.6,61,"Restaurant, Pool",319.83,5,2020,2019,17.01,False,False,True,False
834,Hotel 834,Sacramento,Le Méridien,1.7,283,"Business Center, Free WiFi",460.13,2,1988,2011,18.13,False,False,False,True
835,Hotel 835,Phoenix,Gaylord Hotels,3.0,69,"Restaurant, Pool",261.7,2,2002,2011,30.22,False,True,False,True
836,Hotel 836,Boston,Sheraton,2.7,230,"Pool, Gym, Free WiFi",228.43,6,1989,2009,14.44,False,True,True,True
837,Hotel 837,Las Vegas,Boutique,4.7,291,"Business Center, Free WiFi",399.94,10,1998,1992,2.3,False,True,False,True
838,Hotel 838,Charlotte,Element by Westin,2.4,265,"Restaurant, Pool",265.07,9,1984,1980,37.03,False,False,False,True
839,Hotel 839,Virginia Beach,Sheraton,3.3,92,"Restaurant, Pool",358.44,4,2002,2013,31.66,False,False,False,True
840,Hotel 840,Denver,Longer Stays,3.5,175,"Gym, Free Parking",358.58,6,2009,1994,29.46,True,True,True,False
841,Hotel 841,Fresno,SpringHill Suites,1.1,275,"Spa, Free Breakfast",455.22,7,2004,1993,37.34,True,False,False,False
842,Hotel 842,Dallas,Luxury,3.7,266,"Spa, Free Breakfast",339.48,6,2007,2008,34.09,False,False,True,False
843,Hotel 843,Nashville,Luxury,1.7,99,"Restaurant, Pool",300.86,8,2013,2013,11.09,False,False,True,False
844,Hotel 844,San Jose,Le Méridien,4.8,78,"Restaurant, Pool",155.55,4,2004,1997,18.27,True,True,True,True
